,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7,0.75,0.8
70.0,30.700782987284136,30.88289518340412,31.070731398567364,31.264315036033462,31.46314035988373,31.666484388914547,31.873581283756714,32.08370689579844,32.29621341294211,32.510538509411745,32.72620242550188,32.94279998497382,33.159991060048256
75.0,25.768543857896244,25.98262523235244,26.2074219535595,26.440990801998037,26.68134056523185,26.92672605209992,27.17571046540523,27.427143930871367,27.68011830702411,27.933920707043185,28.18799299807216,28.441898733797622,28.695296936375613
80.0,20.884343246770534,21.15546536203296,21.439893784335727,21.732917492816657,22.03112578129107,22.332111961578875,22.63418780952099,22.93616877484419,23.237222926249174,23.536766659248954,23.83439272699187,24.129820237090833,24.422859569278177
85.0,16.13077456115088,16.49380061068336,16.863681847874,17.23503401439387,17.60482952152306,17.971356603034717,18.333659021882013,18.691225939144793,19.04381460936555,19.39134590438625,19.733841107882807,20.071382822378855,20.404090353174357
90.0,11.669223323066225,12.150766308674262,12.620303513199342,13.076871489603194,13.520713987893357,13.9525022931638,14.373031454490292,14.783098220408325,15.183453317096285,15.574785413166108,15.957718737471744,16.332816395195188,16.700585790592424
95.0,7.7372243421175515,8.325764958717503,8.879153019589824,9.404160106989275,9.905599932177036,10.387024669019132,10.851140852344766,11.300067120826997,11.73550017164655,12.15882539632457,12.571192934216983,12.973571378955349,13.366786613581706
100.0,4.584173879013226,5.212032781683971,5.795539494598037,6.3451081463942955,6.867485278112021,7.367340828249471,7.848070962615282,8.312242165018617,8.761854471766314,9.198506189327476,9.62350157882737,10.037923856092624,10.442686220931362
105.0,2.3668455786593556,2.930087267986283,3.4660705447352207,3.979393582717332,4.473447409323795,4.950798639731411,5.413443262078196,5.862972278798067,6.3006815489549775,6.72764637172522,7.1447733976739665,7.552837627991799,7.95250937517093
110.0,1.0364460777140803,1.4519694748985241,1.8738961120733901,2.296444930783587,2.716587543538133,3.1326825504201885,3.54383813965833,3.9495894374406375,4.349724242198701,4.744183860328151,5.133004246396687,5.5162798569897475,5.894140842385764
115.0,0.3762907057650535,0.6244302287925679,0.9056498650195175,1.209318557194676,1.528208818312714,1.8573280185052425,2.1931630596394833,2.533200036981537,2.875614636470846,3.219068264651473,3.5625707371029334,3.9053857898331694,4.2469647717411965
120.0,0.11187140617845794,0.23095768137858302,0.388628601804293,0.5781164988962004,0.793172865193764,1.028530547929725,1.2799031005656067,1.543849904254513,1.8176212099184699,2.0990191811449717,2.3862832360962276,2.67799863854964,2.9730246683296193
